NO_IES,SG_UF_IES,TP_CATEGORIA_ADMINISTRATIVA,QT_TEC_TOTAL,QT_DOC_TOTAL,QT_DOC_EX_DOUT,QT_DOC_EX_MEST,QT_PERIODICO_ELETRONICO,QT_LIVRO_ELETRONICO,IN_ACESSO_PORTAL_CAPES,IN_REPOSITORIO_INSTITUCIONAL,IN_SERVICO_INTERNET,idade,genero,cor_raca,estado,nivel_ensino,situacao_trabalho,setor,tamanho_empresa,cargo,nivel_cargo,faixa_salarial,exp_dados,exp_ti,satisfacao,motivo_insatisfacao,modelo_trabalho,modelo_ideal,layoff,sql,r,python,c_cpp_csharp,dotnet,java,javascript,linguagem_principal,mysql,sql_server,postgresql,bigquery,snowflake,databricks,azure,aws,gcp,powerbi,tableau,looker,looker_studio,excel_planilhas,ia_prioridade,ia_uso_independente,ia_uso_centralizado,ia_copilots,ia_produtos_externos,ia_produtos_internos,ia_principal_negocio,ia_nao_prioridade,ia_nao_sabe,ia_nao_usa,ia_gratuita,ia_paga_pessoal,ia_paga_empresa,ia_usa_copilot,tamanho_empresa_cat,satisfacao_binaria,salario_medio,exp_dados_num,exp_ti_num,nivel_ia,Contextualizacao
FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE,ES,3,13,28,2,12,0,0,0,0,1,37.0,Masculino,Pardo,Pernambuco,Graduação/Bacharelado,CNPJ,Área de Consultoria,de 101 a 500,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,2001-3000,1-2,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Salário atual não corresponde ao mercado, Gostaria de receber mais benefícios, Falta de oportunidade de crescimento no emprego atual",Remoto,Remoto,Não,1.0,0.0,1.0,0.0,0.0,0.0,0.0,SQL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Média,0.0,2500.0,1.5,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA,SP,3,27,79,22,31,0,0,1,0,1,31.0,Masculino,Branca,Rio Grande do Sul,Pós-graduação,CLT,Finanças ou Bancos,Acima de 3.000,Analista de Inteligência de Mercado/Market Intelligence,Sênior,8001-12000,10+,1-2,1.0,,Híbrido fixo,Híbrido fixo,Não,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Grande,1.0,10000.0,10.0,1.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ,SC,5,83,334,44,108,13000,2700,0,1,1,34.0,Masculino,Pardo,Rio Grande do Sul,Graduação/Bacharelado,CLT,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,Sênior,8001-12000,10+,1-2,1.0,,Remoto,Híbrido flexível,Não,1.0,0.0,1.0,0.0,0.0,0.0,0.0,SQL,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Grande,1.0,10000.0,10.0,1.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
UNIVERSIDADE DA REGIÃO DE JOINVILLE,SC,5,286,520,177,235,0,13376,1,1,1,37.0,Masculino,Branca,Rio Grande do Sul,Pós-graduação,CNPJ,Finanças ou Bancos,de 11 a 50,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,4001-6000,0-1,10+,0.0,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",Presencial,Híbrido flexível,Não,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Pequena,0.0,5000.0,0.5,10.0,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
UNIVERSIDADE DO OESTE DE SANTA CATARINA,SC,5,496,559,190,303,42500,13560,1,1,1,23.0,Feminino,Branca,Rio Grande do Sul,Estudante de Graduação,CNPJ,Educação,de 51 a 100,Cientista de Dados/Data Scientist,Júnior,4001-6000,3-4,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Remoto,Remoto,Não,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Média,1.0,5000.0,3.5,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO DE BRUSQUE,SC,5,141,251,63,126,6179,29497,0,1,1,26.0,Masculino,Branca,Rio Grande do Sul,Graduação/Bacharelado,CLT,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,Sênior,8001-12000,5-6,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Híbrido flexível,Híbrido flexível,Não,1.0,1.0,1.0,0.0,0.0,0.0,0.0,SQL,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Grande,1.0,10000.0,5.5,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE MEDICINA DE JUNDIAÍ,SP,3,66,159,99,48,23415,4233,1,0,1,55.0,Feminino,Pardo,Distrito Federal,Pós-graduação,CLT,Finanças ou Bancos,Acima de 3.000,,,20001-25000,5-6,0-1,1.0,,Presencial,Híbrido fixo,Não,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Grande,1.0,22500.0,5.5,0.5,Baixa adoção,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ,SP,3,22,12,6,6,0,0,0,1,1,42.0,Masculino,Branca,Distrito Federal,Graduação/Bacharelado,CLT,Setor Público,de 101 a 500,DBA/Administrador de Banco de Dados,Sênior,8001-12000,10+,5-6,0.0,"Salário atual não corresponde ao mercado, Não tenho uma boa relação com meu líder/gestor, Quebra de confiança",Híbrido fixo,Remoto,Não,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Média,0.0,10000.0,10.0,5.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,CE,2,144,537,233,175,7,43,1,1,1,41.0,Masculino,Pardo,Distrito Federal,Mestrado,CLT,Setor Público,de 101 a 500,Analista de Negócios/Business Analyst,Pleno,8001-12000,1-2,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual",Híbrido flexível,Híbrido flexível,Não,1.0,1.0,1.0,0.0,0.0,0.0,0.0,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Média,0.0,10000.0,1.5,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE,MG,5,33,34,11,18,1,44,0,1,1,34.0,Masculino,Pardo,Distrito Federal,Pós-graduação,CLT,Varejo,Acima de 3.000,,,12001-16000,1-2,0-1,0.0,"O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",Presencial,Híbrido flexível,Sim não afetado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grande,0.0,14000.0,1.5,0.5,IA independente,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADES INTEGRADAS RUI BARBOSA,SP,5,9,37,6,14,22203,13336,1,0,1,48.0,Masculino,Pardo,Distrito Federal,Graduação/Bacharelado,Servidor público,Setor Público,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,6001-8000,1-2,5-6,0.0,Falta de oportunidade de crescimento no emprego atual,Presencial,Remoto,Não,1.0,0.0,1.0,0.0,0.0,1.0,1.0,SQL,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Grande,0.0,7000.0,1.5,5.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
UNIVERSIDADE DE ARARAQUARA,SP,5,300,439,199,147,31,7800,1,0,1,20.0,Feminino,Branca,Paraná,Estudante de Graduação,Somente Estudante (graduação),,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
INSTITUTO NACIONAL DE TELECOMUNICAÇÕES,MG,5,812,70,25,37,311,640,1,1,1,26.0,Masculino,Branca,Paraná,Pós-graduação,CNPJ,Tecnologia/Fábrica de Software,de 11 a 50,,,6001-8000,10+,3-4,1.0,,Híbrido flexível,Presencial,Não,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pequena,1.0,7000.0,10.0,3.5,IA em produtos,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Claretiano - Centro Universitário,SP,5,439,210,86,92,2394,21096,0,1,1,26.0,Masculino,Branca,Paraná,Estudante de Graduação,CLT,Telecomunicação,de 101 a 500,Analista de Inteligência de Mercado/Market Intelligence,Júnior,2001-3000,0-1,5-6,1.0,,Presencial,Híbrido fixo,Não,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Média,1.0,2500.0,0.5,5.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,SP,5,142,196,104,82,29,18075,1,1,1,38.0,Masculino,Amarelo,Paraná,Mestrado,CLT,Indústria,Acima de 3.000,,,16001-20000,7-10,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Remoto,Remoto,Não,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grande,1.0,18000.0,8.5,,IA em produtos,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,SP,5,344,345,161,122,22000,22140,0,1,1,27.0,Masculino,Branca,Paraná,Pós-graduação,Somente Estudante (pós-graduação),,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE DIREITO DE VARGINHA - FADIVA,MG,5,59,32,0,18,23,28,1,1,1,26.0,Feminino,Branca,Paraíba,Graduação/Bacharelado,CLT,Varejo,Acima de 3.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,2001-3000,1-2,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Gostaria de receber mais benefícios",Remoto,Remoto,Sim não afetado,1.0,0.0,1.0,0.0,0.0,0.0,0.0,SQL,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Grande,0.0,2500.0,1.5,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO DO TRIÂNGULO,MG,5,271,134,42,75,38547,23808,1,1,1,22.0,Masculino,Preto,Paraíba,Estudante de Graduação,Estagiário,Outra Opção,de 1.001 a 3.000,Cientista de Dados/Data Scientist,Júnior,1001-2000,1-2,0-1,1.0,,Remoto,Remoto,Sim não afetado,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1500.0,1.5,0.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
UNIVERSIDADE DE UBERABA,MG,5,720,498,150,224,2025,19535,1,1,1,26.0,Masculino,Branca,Paraíba,Mestrado,CLT,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,Pleno,8001-12000,de 4 a 6 anos,3-4,1.0,,Remoto,Híbrido flexível,Não,1.0,0.0,1.0,0.0,0.0,0.0,0.0,SQL,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Grande,1.0,10000.0,,3.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA,PE,5,34,41,7,23,180,25581,0,0,1,29.0,Masculino,Pardo,Paraíba,Graduação/Bacharelado,CNPJ,Setor Público,de 11 a 50,Analista de Dados/Data Analyst,Sênior,6001-8000,5-6,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Remoto,Remoto,Não,1.0,0.0,1.0,0.0,0.0,0.0,0.0,SQL,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Pequena,1.0,7000.0,5.5,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO DE RIO PRETO,SP,4,290,292,81,95,2566,3206,1,1,1,28.0,Feminino,Preto,Paraíba,Doutorado ou Phd,Acadêmico,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO,SP,2,202,222,145,50,45000,15000,1,1,1,32.0,Masculino,Branca,Santa Catarina,Pós-graduação,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,de 101 a 500,Analytics Engineer,Sênior,16001-20000,de 4 a 6 anos,5-6,1.0,,Remoto,Remoto,Sim não afetado,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Média,1.0,18000.0,,5.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
UNIVERSIDADE DE SOROCABA,SP,5,318,380,167,208,2297,24769,1,1,1,33.0,Masculino,Branca,Santa Catarina,Pós-graduação,CLT,Tecnologia/Fábrica de Software,de 501 a 1.000,Analista de Negócios/Business Analyst,Pleno,6001-8000,3-4,1-2,1.0,,Híbrido flexível,Híbrido flexível,Não,1.0,0.0,1.0,0.0,0.0,0.0,0.0,SQL,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Grande,1.0,7000.0,3.5,1.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO - FGV EAESP,SP,5,158,247,229,8,242,19474,1,1,1,34.0,Masculino,Branca,Santa Catarina,Graduação/Bacharelado,CNPJ,Internet/Ecommerce,de 6 a 10,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,12001-16000,1-2,10+,1.0,,Remoto,Remoto,Não,1.0,0.0,1.0,0.0,0.0,1.0,1.0,JavaScript,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,14000.0,1.5,10.0,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE CIÊNCIAS CONTÁBEIS,BA,5,47,34,5,16,253,12000,0,0,1,27.0,Feminino,Branca,Santa Catarina,Pós-graduação,CLT,Indústria,Acima de 3.000,Analista de Dados/Data Analyst,Sênior,8001-12000,0-1,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Remoto,Remoto,Não,1.0,0.0,1.0,0.0,0.0,0.0,0.0,SQL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Grande,1.0,10000.0,0.5,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,RJ,5,28,64,16,40,547,16000,1,0,1,25.0,Masculino,Branca,Santa Catarina,Estudante de Graduação,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Área de Consultoria,de 101 a 500,Analista de BI/BI Analyst,Pleno,12001-16000,3-4,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1.0,,Remoto,Híbrido flexível,Não,1.0,0.0,1.0,0.0,0.0,0.0,0.0,SQL,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Média,1.0,14000.0,3.5,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE NOVA ROMA CARUARU,PE,4,7,16,2,13,102,102,1,1,1,27.0,Feminino,Preto,Bahia,Estudante de Graduação,CLT,Marketing,de 1.001 a 3.000,Analytics Engineer,Júnior,2001-3000,1-2,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0.0,"Falta de oportunidade de crescimento no emprego atual, Não tenho uma boa relação com meu líder/gestor, Gostaria de trabalhar em em outra área de atuação",Remoto,Remoto,Sim não afetado,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SQL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2500.0,1.5,,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE FRASSINETTI DO RECIFE,PE,5,104,138,39,82,0,11465,0,1,1,35.0,Masculino,Branca,Bahia,Pós-graduação,CNPJ,Finanças ou Bancos,de 501 a 1.000,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,16001-20000,7-10,1-2,1.0,,Remoto,Remoto,Não,1.0,0.0,1.0,1.0,0.0,0.0,0.0,SQL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Grande,1.0,18000.0,8.5,1.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO ASSUNÇÃO,SP,5,35,57,30,25,14072,1081,0,0,1,26.0,Masculino,Branca,Bahia,Graduação/Bacharelado,CLT,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,Sênior,8001-12000,3-4,1-2,1.0,,Remoto,Remoto,Não,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Grande,1.0,10000.0,3.5,1.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,SP,5,265,222,112,97,1329,218151,1,1,1,26.0,Masculino,Pardo,Bahia,Graduação/Bacharelado,CLT,Agronegócios,de 501 a 1.000,Analista de BI/BI Analyst,Pleno,4001-6000,3-4,3-4,0.0,Infraestrutura de dados,Remoto,Híbrido fixo,Não,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Grande,0.0,5000.0,3.5,3.5,Outros,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
