Estado,Idade,Genero,Raca_cor,Satisfacao_atual,Fatores_satisfacao,Motivos_insatisfacao,Nivel_experiencia,Tempo_experiencia_dados,Faixa_salarial,Ferramentas_utilizadas,Cargo_atual,Uso_IA_Generativa,Finalidade_IA_Generativa,Barreiras_IA_Generativa,Tamanho_empresa,Setor_empresa,Equipe_dados,Prioridade_IA
MG,23,Feminino,Branca,1.0,Benefícios,Não informado,Não informado,de 3 a 4 anos,de R$ 4.001/mês a R$ 6.000/mês,Não informado,Não informado,Não informado,Não informado,Falta de expertise das equipes técnicas ou falta de recursos internos.,de 11 a 50,Área de Consultoria,11 - 20,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco)."
SP,22,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Não informado,Pleno,de 3 a 4 anos,de R$ 6.001/mês a R$ 8.000/mês,"SQL, Python",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 1.001 a 3.000,Varejo,Não informado,Não informado
GO,39,Masculino,Parda,1.0,"Flexibilidade de trabalho remoto, Remuneração/Salário",Não informado,Júnior,de 1 a 2 anos,de R$ 4.001/mês a R$ 6.000/mês,SQL,Analista de BI/BI Analyst,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,Acima de 3.000,Varejo,Não informado,Não informado
PE,34,Feminino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Não informado,Sênior,de 7 a 10 anos,de R$ 12.001/mês a R$ 16.000/mês,"SQL, Python",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,Acima de 3.000,Varejo,Não informado,Não informado
Não informado,23,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Não informado,Júnior,Menos de 1 ano,de R$ 4.001/mês a R$ 6.000/mês,"SQL, Python",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,de 11 a 50,Tecnologia/Fábrica de Software,Não informado,Não informado
DF,29,Masculino,Preta,1.0,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Não informado,Sênior,de 7 a 10 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python",Analytics Engineer,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
SP,25,Feminino,Branca,0.0,"Remuneração/Salário, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional","Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado",Júnior,Menos de 1 ano,de R$ 3.001/mês a R$ 4.000/mês,Não utilizo nenhuma das linguagens listadas,Outra Opção,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 101 a 500,Marketing,Não informado,Não informado
PR,26,Feminino,Branca,1.0,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Não informado,Pleno,de 1 a 2 anos,de R$ 6.001/mês a R$ 8.000/mês,"SQL, Python",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento.",Não informado,Acima de 3.000,Varejo,Não informado,Não informado
PE,27,Masculino,Preta,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Não informado,Sênior,de 5 a 6 anos,de R$ 20.001/mês a R$ 25.000/mês,"Python, SQL",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início., Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Finanças ou Bancos,Não informado,Não informado
SP,27,Masculino,Branca,1.0,"Benefícios, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Não informado,Júnior,Menos de 1 ano,de R$ 3.001/mês a R$ 4.000/mês,"SQL, Python",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Soluções de IA Generatica e LLMs estão sendo tratadas como principal frente do negócio (com o objetivo de substituir o modelo de negócio atual), Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
SP,24,Masculino,Branca,0.0,"Plano de carreira e oportunidades de crescimento profissional, Benefícios, Ambiente e clima de trabalho","Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa",Júnior,de 1 a 2 anos,de R$ 2.001/mês a R$ 3.000/mês,"Python, SAS/Stata, Visual Basic/VBA, SQL",Analista de BI/BI Analyst,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas.",Não informado,Acima de 3.000,Área da Saúde,Não informado,Não informado
MG,22,Masculino,Branca,0.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área","Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",Júnior,Menos de 1 ano,de R$ 1.001/mês a R$ 2.000/mês,Python,Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 101 a 500,Finanças ou Bancos,Não informado,Não informado
ES,29,Masculino,Preta,1.0,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Não informado,Pleno,de 1 a 2 anos,de R$ 6.001/mês a R$ 8.000/mês,"Python, SQL",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 1.001 a 3.000,Finanças ou Bancos,Não informado,Não informado
RS,32,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",Não informado,Sênior,de 3 a 4 anos,de R$ 12.001/mês a R$ 16.000/mês,"SQL, Python",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
ES,38,Feminino,Branca,1.0,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Flexibilidade de trabalho remoto",Não informado,Sênior,de 3 a 4 anos,de R$ 6.001/mês a R$ 8.000/mês,Não utilizo nenhuma das linguagens listadas,Outra Opção,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia., Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,de 1.001 a 3.000,Indústria,Não informado,Não informado
PR,27,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Não informado,Júnior,Menos de 1 ano,de R$ 2.001/mês a R$ 3.000/mês,"Python, SQL",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Setor Automotivo,Não informado,Não informado
SP,27,Masculino,Branca,0.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área","Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual",Não informado,de 4 a 6 anos,de R$ 16.001/mês a R$ 20.000/mês,Não informado,Não informado,Não informado,Não informado,"Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos)., Retorno sobre investimento (ROI) não comprovado de IA Generativa., Dados da empresa não estão prontos para uso de IA Generativa.",Acima de 3.000,Finanças ou Bancos,51 - 100,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo)."
RS,27,Feminino,Branca,1.0,"Benefícios, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Não informado,Pleno,de 1 a 2 anos,de R$ 6.001/mês a R$ 8.000/mês,"SQL, R, Python, SAS/Stata, Visual Basic/VBA",Economista,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
PR,29,Masculino,Branca,1.0,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Equity",Não informado,Sênior,de 5 a 6 anos,de R$ 16.001/mês a R$ 20.000/mês,"SQL, Python, Java",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento.",Não informado,de 101 a 500,Tecnologia/Fábrica de Software,Não informado,Não informado
